callsign,landingTime,ifdelayed,eventTime1,eventTime2,utcTime,localTime,aircraftModel,aircraftModel2,fleetID,owner,airlineName,airportOriginName,airportOriginCode1,airportOriginCode2,airportOriginLat,airportOriginLng,airportOriginCountry,airportOriginOffset,airportDestName,airportDestCode1,airportDestCode2,airportDestLat,airportDestLng,airportDestCountry,airportDestOffset,timeScheduleDeparture,timeScheduleArrival,timeRealDeparture,timeRealArrival,duration,id,airportOriginCity,airportDestCity,realDepartTime,realDepartTime_local,realArriveTime,realArriveTime_local,from_to,from_to_2,route,flightTime
CAL5998,Landed 07:28,green,1546644527,1546673327,2019/1/4 23:28,2019/1/5 7:28,B744,Boeing 747-409(F),B-18715,China Airlines,China Airlines Cargo,Chongqing Jiangbei International Airport,CKG,ZUCK,29.71921,106.641602,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546635600,1546647600,1546635390,1546644527,9120,62,Chongqing,Taipei,2019/1/4 20:56,2019/1/5 4:56,2019/1/4 23:28,2019/1/5 7:28,China_Taiwan,Chongqing_Taipei,Taiwan_China,2.5
CAL5991,Landed 06:59,red,1546642750,1546671550,2019/1/4 22:59,2019/1/5 6:59,B744,Boeing 747-409(F),B-18719,China Airlines,China Airlines Cargo,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Xiamen Gaoqi International Airport,XMN,ZSAM,24.544029,118.127701,China,28800,1546616400,1546623000,1546638210,1546642750,4560,66,Taipei,Xiamen,2019/1/4 21:43,2019/1/5 5:43,2019/1/4 22:59,2019/1/5 6:59,Taiwan_China,Taipei_Xiamen,Taiwan_China,1.3
CAL5992,Landed 11:15,red,1546658107,1546686907,2019/1/5 3:15,2019/1/5 11:15,B744,Boeing 747-409(F),B-18719,China Airlines,China Airlines Cargo,Xiamen Gaoqi International Airport,XMN,ZSAM,24.544029,118.127701,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546632000,1546638600,1546653475,1546658107,4620,66,Xiamen,Taipei,2019/1/5 1:57,2019/1/5 9:57,2019/1/5 3:15,2019/1/5 11:15,China_Taiwan,Xiamen_Taipei,Taiwan_China,1.3
CAL5897,Landed 01:02,yellow,1546707722,1546736522,2019/1/5 17:02,2019/1/6 1:02,B744,Boeing 747-409(F),B-18721,China Airlines,China Airlines Cargo,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Shanghai Pudong International Airport,PVG,ZSPD,31.14337,121.805199,China,28800,1546699500,1546705800,1546703452,1546707722,4260,68,Taipei,Shanghai,2019/1/5 15:50,2019/1/5 23:50,2019/1/5 17:02,2019/1/6 1:02,Taiwan_China,Taipei_Shanghai,Taiwan_China,1.2
CAL5898,Landed 05:10,green,1546722616,1546751416,2019/1/5 21:10,2019/1/6 5:10,B744,Boeing 747-409(F),B-18721,China Airlines,China Airlines Cargo,Shanghai Pudong International Airport,PVG,ZSPD,31.14337,121.805199,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546716600,1546723200,1546717264,1546722616,5340,68,Shanghai,Taipei,2019/1/5 19:41,2019/1/6 3:41,2019/1/5 21:10,2019/1/6 5:10,China_Taiwan,Shanghai_Taipei,Taiwan_China,1.5
CAL5895,Landed 22:44,green,1546699462,1546728262,2019/1/5 14:44,2019/1/5 22:44,B744,Boeing 747-409(F),B-18723,China Airlines,China Airlines Cargo,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Guangzhou Baiyun International Airport,CAN,ZGGG,23.392429,113.298698,China,28800,1546693200,1546702200,1546693856,1546699462,5580,70,Taipei,Guangzhou,2019/1/5 13:10,2019/1/5 21:10,2019/1/5 14:44,2019/1/5 22:44,Taiwan_China,Taipei_Guangzhou,Taiwan_China,1.6
CAL5896,Landed 03:45,green,1546717520,1546746320,2019/1/5 19:45,2019/1/6 3:45,B744,Boeing 747-409(F),B-18723,China Airlines,China Airlines Cargo,Guangzhou Baiyun International Airport,CAN,ZGGG,23.392429,113.298698,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546709400,1546716900,1546712322,1546717520,5220,70,Guangzhou,Taipei,2019/1/5 18:18,2019/1/6 2:18,2019/1/5 19:45,2019/1/6 3:45,China_Taiwan,Guangzhou_Taipei,Taiwan_China,1.5
CAL5897,Landed 00:54,green,1546880049,1546908849,2019/1/7 16:54,2019/1/8 0:54,B744,Boeing 747-409(F),B-18723,China Airlines,China Airlines Cargo,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Shanghai Pudong International Airport,PVG,ZSPD,31.14337,121.805199,China,28800,1546874100,1546880400,1546875223,1546880049,4800,70,Taipei,Shanghai,2019/1/7 15:33,2019/1/7 23:33,2019/1/7 16:54,2019/1/8 0:54,Taiwan_China,Taipei_Shanghai,Taiwan_China,1.3
CAL5898,Landed 05:06,green,1546895184,1546923984,2019/1/7 21:06,2019/1/8 5:06,B744,Boeing 747-409(F),B-18723,China Airlines,China Airlines Cargo,Shanghai Pudong International Airport,PVG,ZSPD,31.14337,121.805199,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546891200,1546897800,1546889924,1546895184,5280,70,Shanghai,Taipei,2019/1/7 19:38,2019/1/8 3:38,2019/1/7 21:06,2019/1/8 5:06,China_Taiwan,Shanghai_Taipei,Taiwan_China,1.5
CAL511,Landed 11:02,green,1546570974,1546599774,2019/1/4 3:02,2019/1/4 11:02,A359,Airbus A350-941,B-18901,China Airlines,China Airlines (Mikado Pheasant Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Beijing Capital International Airport,PEK,ZBAA,40.084152,116.592735,China,28800,1546559700,1546571400,1546560851,1546570974,10140,72,Taipei,Beijing,2019/1/4 0:14,2019/1/4 8:14,2019/1/4 3:02,2019/1/4 11:02,Taiwan_China,Taipei_Beijing,Taiwan_China,2.8
CAL512,Landed 15:21,green,1546586464,1546615264,2019/1/4 7:21,2019/1/4 15:21,A359,Airbus A350-941,B-18901,China Airlines,China Airlines (Mikado Pheasant Livery),Beijing Capital International Airport,PEK,ZBAA,40.084152,116.592735,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546575900,1546587300,1546576647,1546586464,9840,72,Beijing,Taipei,2019/1/4 4:37,2019/1/4 12:37,2019/1/4 7:21,2019/1/4 15:21,China_Taiwan,Beijing_Taipei,Taiwan_China,2.7
CAL517,Landed 18:59,green,1546685984,1546714784,2019/1/5 10:59,2019/1/5 18:59,A359,Airbus A350-941,B-18902,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Beijing Capital International Airport,PEK,ZBAA,40.084152,116.592735,China,28800,1546673700,1546686300,1546674771,1546685984,11220,73,Taipei,Beijing,2019/1/5 7:52,2019/1/5 15:52,2019/1/5 10:59,2019/1/5 18:59,Taiwan_China,Taipei_Beijing,Taiwan_China,3.1
CAL518,Landed 23:34,green,1546702482,1546731282,2019/1/5 15:34,2019/1/5 23:34,A359,Airbus A350-941,B-18902,China Airlines,China Airlines,Beijing Capital International Airport,PEK,ZBAA,40.084152,116.592735,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546691100,1546702800,1546692301,1546702482,10200,73,Beijing,Taipei,2019/1/5 12:45,2019/1/5 20:45,2019/1/5 15:34,2019/1/5 23:34,China_Taiwan,Beijing_Taipei,Taiwan_China,2.8
CAL026,Landed 13:44,green,1546400660,1546436660,2019/1/2 3:44,2019/1/2 13:44,B738,Boeing 737-8SH,B-18658,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Guam Antonio B. Won Pat International Airport,GUM,PGUM,13.48387,144.797104,Guam,36000,1546387260,1546401000,1546388299,1546400660,12360,47,Taipei,Guam,2019/1/2 0:18,2019/1/2 8:18,2019/1/2 3:44,2019/1/2 13:44,Taiwan_Guam,Taipei_Guam,Taiwan_Guam,3.4
CAL025,Landed 17:46,yellow,1546422402,1546451202,2019/1/2 9:46,2019/1/2 17:46,B738,Boeing 737-8SH,B-18658,China Airlines,China Airlines,Guam Antonio B. Won Pat International Airport,GUM,PGUM,13.48387,144.797104,Guam,36000,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546406400,1546421400,1546408319,1546422402,14100,47,Guam,Taipei,2019/1/2 5:51,2019/1/2 15:51,2019/1/2 9:46,2019/1/2 17:46,Guam_Taiwan,Guam_Taipei,Taiwan_Guam,3.9
CAL026,Landed 13:43,green,1546659797,1546695797,2019/1/5 3:43,2019/1/5 13:43,B738,Boeing 737-8SH,B-18658,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Guam Antonio B. Won Pat International Airport,GUM,PGUM,13.48387,144.797104,Guam,36000,1546646460,1546660200,1546647353,1546659797,12420,47,Taipei,Guam,2019/1/5 0:15,2019/1/5 8:15,2019/1/5 3:43,2019/1/5 13:43,Taiwan_Guam,Taipei_Guam,Taiwan_Guam,3.5
CAL025,Landed 17:15,green,1546679704,1546708504,2019/1/5 9:15,2019/1/5 17:15,B738,Boeing 737-8SH,B-18658,China Airlines,China Airlines,Guam Antonio B. Won Pat International Airport,GUM,PGUM,13.48387,144.797104,Guam,36000,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546665600,1546680600,1546665901,1546679704,13800,47,Guam,Taipei,2019/1/5 5:25,2019/1/5 15:25,2019/1/5 9:15,2019/1/5 17:15,Guam_Taiwan,Guam_Taipei,Taiwan_Guam,3.8
CAL026,Landed 14:02,green,1546574538,1546610538,2019/1/4 4:02,2019/1/4 14:02,B738,Boeing 737-8AL,B-18661,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Guam Antonio B. Won Pat International Airport,GUM,PGUM,13.48387,144.797104,Guam,36000,1546560060,1546573800,1546562198,1546574538,12360,49,Taipei,Guam,2019/1/4 0:36,2019/1/4 8:36,2019/1/4 4:02,2019/1/4 14:02,Taiwan_Guam,Taipei_Guam,Taiwan_Guam,3.4
CAL025,Landed 17:47,yellow,1546595227,1546624027,2019/1/4 9:47,2019/1/4 17:47,B738,Boeing 737-8AL,B-18661,China Airlines,China Airlines,Guam Antonio B. Won Pat International Airport,GUM,PGUM,13.48387,144.797104,Guam,36000,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546579200,1546594200,1546581363,1546595227,13860,49,Guam,Taipei,2019/1/4 5:56,2019/1/4 15:56,2019/1/4 9:47,2019/1/4 17:47,Guam_Taiwan,Guam_Taipei,Taiwan_Guam,3.9
CAL026,Landed 13:50,green,1546746652,1546782652,2019/1/6 3:50,2019/1/6 13:50,B738,Boeing 737-8AL,B-18661,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Guam Antonio B. Won Pat International Airport,GUM,PGUM,13.48387,144.797104,Guam,36000,1546732860,1546746600,1546734463,1546746652,12180,49,Taipei,Guam,2019/1/6 0:27,2019/1/6 8:27,2019/1/6 3:50,2019/1/6 13:50,Taiwan_Guam,Taipei_Guam,Taiwan_Guam,3.4
CAL025,Landed 17:19,green,1546766347,1546795147,2019/1/6 9:19,2019/1/6 17:19,B738,Boeing 737-8AL,B-18661,China Airlines,China Airlines,Guam Antonio B. Won Pat International Airport,GUM,PGUM,13.48387,144.797104,Guam,36000,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546752000,1546767000,1546752064,1546766347,14280,49,Guam,Taipei,2019/1/6 5:21,2019/1/6 15:21,2019/1/6 9:19,2019/1/6 17:19,Guam_Taiwan,Guam_Taipei,Taiwan_Guam,4
CAL026,Landed 13:59,green,1546315159,1546351159,2019/1/1 3:59,2019/1/1 13:59,B738,Boeing 737-8AL,B-18662,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Guam Antonio B. Won Pat International Airport,GUM,PGUM,13.48387,144.797104,Guam,36000,1546300860,1546314600,1546302526,1546315159,12660,50,Taipei,Guam,2019/1/1 0:28,2019/1/1 8:28,2019/1/1 3:59,2019/1/1 13:59,Taiwan_Guam,Taipei_Guam,Taiwan_Guam,3.5
CAL025,Landed 17:33,green,1546335225,1546364025,2019/1/1 9:33,2019/1/1 17:33,B738,Boeing 737-8AL,B-18662,China Airlines,China Airlines,Guam Antonio B. Won Pat International Airport,GUM,PGUM,13.48387,144.797104,Guam,36000,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546320000,1546335000,1546321032,1546335225,14220,50,Guam,Taipei,2019/1/1 5:37,2019/1/1 15:37,2019/1/1 9:33,2019/1/1 17:33,Guam_Taiwan,Guam_Taipei,Taiwan_Guam,4
CAL771,Landed 14:20,green,1546323608,1546352408,2019/1/1 6:20,2019/1/1 14:20,B77W,Boeing 777-309(ER),B-18002,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Denpasar Ngurah Rai International Airport,DPS,WADD,-8.74816,115.167099,Indonesia,28800,1546305000,1546324800,1546305975,1546323608,17640,2,Taipei,Denpasar,2019/1/1 1:26,2019/1/1 9:26,2019/1/1 6:20,2019/1/1 14:20,Taiwan_Indonesia,Taipei_Denpasar,Taiwan_Indonesia,4.9
CAL772,Landed 20:40,green,1546346456,1546375256,2019/1/1 12:40,2019/1/1 20:40,B77W,Boeing 777-309(ER),B-18002,China Airlines,China Airlines,Denpasar Ngurah Rai International Airport,DPS,WADD,-8.74816,115.167099,Indonesia,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546328700,1546347600,1546329925,1546346456,16560,2,Denpasar,Taipei,2019/1/1 8:05,2019/1/1 16:05,2019/1/1 12:40,2019/1/1 20:40,Indonesia_Taiwan,Denpasar_Taipei,Taiwan_Indonesia,4.6
CAL771,Landed 14:21,green,1546496516,1546525316,2019/1/3 6:21,2019/1/3 14:21,B77W,Boeing 777-309(ER),B-18003,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Denpasar Ngurah Rai International Airport,DPS,WADD,-8.74816,115.167099,Indonesia,28800,1546477800,1546497600,1546478911,1546496516,17580,3,Taipei,Denpasar,2019/1/3 1:28,2019/1/3 9:28,2019/1/3 6:21,2019/1/3 14:21,Taiwan_Indonesia,Taipei_Denpasar,Taiwan_Indonesia,4.9
CAL772,Landed 20:52,green,1546519920,1546548720,2019/1/3 12:52,2019/1/3 20:52,B77W,Boeing 777-309(ER),B-18003,China Airlines,China Airlines,Denpasar Ngurah Rai International Airport,DPS,WADD,-8.74816,115.167099,Indonesia,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546501500,1546520400,1546502577,1546519920,17340,3,Denpasar,Taipei,2019/1/3 8:02,2019/1/3 16:02,2019/1/3 12:52,2019/1/3 20:52,Indonesia_Taiwan,Denpasar_Taipei,Taiwan_Indonesia,4.8
CAL771,Landed 14:06,green,1546841191,1546869991,2019/1/7 6:06,2019/1/7 14:06,B77W,Boeing 777-309(ER),B-18006,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Denpasar Ngurah Rai International Airport,DPS,WADD,-8.74816,115.167099,Indonesia,28800,1546823400,1546843200,1546824276,1546841191,16920,5,Taipei,Denpasar,2019/1/7 1:24,2019/1/7 9:24,2019/1/7 6:06,2019/1/7 14:06,Taiwan_Indonesia,Taipei_Denpasar,Taiwan_Indonesia,4.7
CAL772,Landed 20:37,green,1546864646,1546893446,2019/1/7 12:37,2019/1/7 20:37,B77W,Boeing 777-309(ER),B-18006,China Airlines,China Airlines,Denpasar Ngurah Rai International Airport,DPS,WADD,-8.74816,115.167099,Indonesia,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546847100,1546866000,1546847335,1546864646,17340,5,Denpasar,Taipei,2019/1/7 7:48,2019/1/7 15:48,2019/1/7 12:37,2019/1/7 20:37,Indonesia_Taiwan,Denpasar_Taipei,Taiwan_Indonesia,4.8
CAL771,Landed 14:27,green,1546669633,1546698433,2019/1/5 6:27,2019/1/5 14:27,B77W,Boeing 777-309(ER),B-18007,China Airlines,China Airlines (Boeing Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Denpasar Ngurah Rai International Airport,DPS,WADD,-8.74816,115.167099,Indonesia,28800,1546650600,1546670400,1546652001,1546669633,17640,6,Taipei,Denpasar,2019/1/5 1:33,2019/1/5 9:33,2019/1/5 6:27,2019/1/5 14:27,Taiwan_Indonesia,Taipei_Denpasar,Taiwan_Indonesia,4.9
CAL772,Landed 21:43,yellow,1546695780,1546724580,2019/1/5 13:43,2019/1/5 21:43,B77W,Boeing 777-309(ER),B-18007,China Airlines,China Airlines (Boeing Livery),Denpasar Ngurah Rai International Airport,DPS,WADD,-8.74816,115.167099,Indonesia,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546674300,1546693200,1546678197,1546695780,17580,6,Denpasar,Taipei,2019/1/5 8:49,2019/1/5 16:49,2019/1/5 13:43,2019/1/5 21:43,Indonesia_Taiwan,Denpasar_Taipei,Taiwan_Indonesia,4.9
CAL771,Landed 14:27,green,1546583275,1546612075,2019/1/4 6:27,2019/1/4 14:27,B77W,Boeing 777-36N(ER),B-18052,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Denpasar Ngurah Rai International Airport,DPS,WADD,-8.74816,115.167099,Indonesia,28800,1546564200,1546584000,1546565579,1546583275,17700,8,Taipei,Denpasar,2019/1/4 1:32,2019/1/4 9:32,2019/1/4 6:27,2019/1/4 14:27,Taiwan_Indonesia,Taipei_Denpasar,Taiwan_Indonesia,4.9
CAL772,Landed 20:40,green,1546605600,1546634400,2019/1/4 12:40,2019/1/4 20:40,B77W,Boeing 777-36N(ER),B-18052,China Airlines,China Airlines,Denpasar Ngurah Rai International Airport,DPS,WADD,-8.74816,115.167099,Indonesia,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546587900,1546606800,1546589264,1546605600,16320,8,Denpasar,Taipei,2019/1/4 8:07,2019/1/4 16:07,2019/1/4 12:40,2019/1/4 20:40,Indonesia_Taiwan,Denpasar_Taipei,Taiwan_Indonesia,4.5
CAL771,Landed 14:18,green,1546755508,1546784308,2019/1/6 6:18,2019/1/6 14:18,B77W,Boeing 777-36N(ER),B-18052,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Denpasar Ngurah Rai International Airport,DPS,WADD,-8.74816,115.167099,Indonesia,28800,1546737000,1546756800,1546738332,1546755508,17160,8,Taipei,Denpasar,2019/1/6 1:32,2019/1/6 9:32,2019/1/6 6:18,2019/1/6 14:18,Taiwan_Indonesia,Taipei_Denpasar,Taiwan_Indonesia,4.8
CAL772,Landed 21:05,green,1546779900,1546808700,2019/1/6 13:05,2019/1/6 21:05,B77W,Boeing 777-36N(ER),B-18052,China Airlines,China Airlines,Denpasar Ngurah Rai International Airport,DPS,WADD,-8.74816,115.167099,Indonesia,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546760700,1546779600,1546762454,1546779900,17460,8,Denpasar,Taipei,2019/1/6 8:14,2019/1/6 16:14,2019/1/6 13:05,2019/1/6 21:05,Indonesia_Taiwan,Denpasar_Taipei,Taiwan_Indonesia,4.9
CAL771,Landed 14:30,green,1546410636,1546439436,2019/1/2 6:30,2019/1/2 14:30,B77W,Boeing 777-36N(ER),B-18055,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Denpasar Ngurah Rai International Airport,DPS,WADD,-8.74816,115.167099,Indonesia,28800,1546391400,1546411200,1546392990,1546410636,17640,10,Taipei,Denpasar,2019/1/2 1:36,2019/1/2 9:36,2019/1/2 6:30,2019/1/2 14:30,Taiwan_Indonesia,Taipei_Denpasar,Taiwan_Indonesia,4.9
CAL772,Landed 20:28,green,1546432080,1546460880,2019/1/2 12:28,2019/1/2 20:28,B77W,Boeing 777-36N(ER),B-18055,China Airlines,China Airlines,Denpasar Ngurah Rai International Airport,DPS,WADD,-8.74816,115.167099,Indonesia,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546415100,1546434000,1546415621,1546432080,16440,10,Denpasar,Taipei,2019/1/2 7:53,2019/1/2 15:53,2019/1/2 12:28,2019/1/2 20:28,Indonesia_Taiwan,Denpasar_Taipei,Taiwan_Indonesia,4.6
CAL721,Landed 13:19,green,1546406381,1546435181,2019/1/2 5:19,2019/1/2 13:19,B77W,Boeing 777-309(ER),B-18001,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Kuala Lumpur International Airport,KUL,WMKK,2.745578,101.7099,Malaysia,28800,1546389000,1546406100,1546390753,1546406381,15600,1,Taipei,Kuala Lumpur,2019/1/2 0:59,2019/1/2 8:59,2019/1/2 5:19,2019/1/2 13:19,Taiwan_Malaysia,Taipei_Kuala Lumpur,Taiwan_Malaysia,4.3
CAL722,Landed 19:22,yellow,1546428122,1546456922,2019/1/2 11:22,2019/1/2 19:22,B77W,Boeing 777-309(ER),B-18001,China Airlines,China Airlines,Kuala Lumpur International Airport,KUL,WMKK,2.745578,101.7099,Malaysia,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546410300,1546426800,1546412287,1546428122,15840,1,Kuala Lumpur,Taipei,2019/1/2 6:58,2019/1/2 14:58,2019/1/2 11:22,2019/1/2 19:22,Malaysia_Taiwan,Kuala Lumpur_Taipei,Taiwan_Malaysia,4.4
CAL721,Landed 12:54,green,1546664053,1546692853,2019/1/5 4:54,2019/1/5 12:54,B77W,Boeing 777-309(ER),B-18002,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Kuala Lumpur International Airport,KUL,WMKK,2.745578,101.7099,Malaysia,28800,1546648200,1546665300,1546648928,1546664053,15120,2,Taipei,Kuala Lumpur,2019/1/5 0:42,2019/1/5 8:42,2019/1/5 4:54,2019/1/5 12:54,Taiwan_Malaysia,Taipei_Kuala Lumpur,Taiwan_Malaysia,4.2
CAL722,Landed 18:52,green,1546685529,1546714329,2019/1/5 10:52,2019/1/5 18:52,B77W,Boeing 777-309(ER),B-18002,China Airlines,China Airlines,Kuala Lumpur International Airport,KUL,WMKK,2.745578,101.7099,Malaysia,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546669500,1546686000,1546670434,1546685529,15120,2,Kuala Lumpur,Taipei,2019/1/5 6:40,2019/1/5 14:40,2019/1/5 10:52,2019/1/5 18:52,Malaysia_Taiwan,Kuala Lumpur_Taipei,Taiwan_Malaysia,4.2
CAL721,Landed 13:21,green,1546320105,1546348905,2019/1/1 5:21,2019/1/1 13:21,B77W,Boeing 777-309(ER),B-18005,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Kuala Lumpur International Airport,KUL,WMKK,2.745578,101.7099,Malaysia,28800,1546302600,1546319700,1546304694,1546320105,15420,4,Taipei,Kuala Lumpur,2019/1/1 1:04,2019/1/1 9:04,2019/1/1 5:21,2019/1/1 13:21,Taiwan_Malaysia,Taipei_Kuala Lumpur,Taiwan_Malaysia,4.3
CAL722,Landed 19:30,yellow,1546342251,1546371051,2019/1/1 11:30,2019/1/1 19:30,B77W,Boeing 777-309(ER),B-18005,China Airlines,China Airlines,Kuala Lumpur International Airport,KUL,WMKK,2.745578,101.7099,Malaysia,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546323900,1546340400,1546326981,1546342251,15300,4,Kuala Lumpur,Taipei,2019/1/1 7:16,2019/1/1 15:16,2019/1/1 11:30,2019/1/1 19:30,Malaysia_Taiwan,Kuala Lumpur_Taipei,Taiwan_Malaysia,4.3
CAL721,Landed 13:40,yellow,1546494048,1546522848,2019/1/3 5:40,2019/1/3 13:40,B77W,Boeing 777-309(ER),B-18005,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Kuala Lumpur International Airport,KUL,WMKK,2.745578,101.7099,Malaysia,28800,1546475400,1546492500,1546479154,1546494048,14880,4,Taipei,Kuala Lumpur,2019/1/3 1:32,2019/1/3 9:32,2019/1/3 5:40,2019/1/3 13:40,Taiwan_Malaysia,Taipei_Kuala Lumpur,Taiwan_Malaysia,4.1
CAL722,Landed 19:48,yellow,1546516109,1546544909,2019/1/3 11:48,2019/1/3 19:48,B77W,Boeing 777-309(ER),B-18005,China Airlines,China Airlines,Kuala Lumpur International Airport,KUL,WMKK,2.745578,101.7099,Malaysia,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546498200,1546514700,1546500956,1546516109,15180,4,Kuala Lumpur,Taipei,2019/1/3 7:35,2019/1/3 15:35,2019/1/3 11:48,2019/1/3 19:48,Malaysia_Taiwan,Kuala Lumpur_Taipei,Taiwan_Malaysia,4.2
CAL721,Landed 13:20,green,1546752009,1546780809,2019/1/6 5:20,2019/1/6 13:20,B77W,Boeing 777-309(ER),B-18005,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Kuala Lumpur International Airport,KUL,WMKK,2.745578,101.7099,Malaysia,28800,1546734600,1546751700,1546737029,1546752009,15000,4,Taipei,Kuala Lumpur,2019/1/6 1:10,2019/1/6 9:10,2019/1/6 5:20,2019/1/6 13:20,Taiwan_Malaysia,Taipei_Kuala Lumpur,Taiwan_Malaysia,4.2
CAL722,Landed 18:57,green,1546772258,1546801058,2019/1/6 10:57,2019/1/6 18:57,B77W,Boeing 777-309(ER),B-18005,China Airlines,China Airlines,Kuala Lumpur International Airport,KUL,WMKK,2.745578,101.7099,Malaysia,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546755900,1546772400,1546757510,1546772258,14760,4,Kuala Lumpur,Taipei,2019/1/6 6:51,2019/1/6 14:51,2019/1/6 10:57,2019/1/6 18:57,Malaysia_Taiwan,Kuala Lumpur_Taipei,Taiwan_Malaysia,4.1
CAL721,Landed 13:18,green,1546579134,1546607934,2019/1/4 5:18,2019/1/4 13:18,B77W,Boeing 777-309(ER),B-18007,China Airlines,China Airlines (Boeing Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Kuala Lumpur International Airport,KUL,WMKK,2.745578,101.7099,Malaysia,28800,1546561800,1546578900,1546563984,1546579134,15180,6,Taipei,Kuala Lumpur,2019/1/4 1:06,2019/1/4 9:06,2019/1/4 5:18,2019/1/4 13:18,Taiwan_Malaysia,Taipei_Kuala Lumpur,Taiwan_Malaysia,4.2
