callsign,landingTime,ifdelayed,eventTime1,eventTime2,utcTime,localTime,aircraftModel,aircraftModel2,fleetID,owner,airlineName,airportOriginName,airportOriginCode1,airportOriginCode2,airportOriginLat,airportOriginLng,airportOriginCountry,airportOriginOffset,airportDestName,airportDestCode1,airportDestCode2,airportDestLat,airportDestLng,airportDestCountry,airportDestOffset,timeScheduleDeparture,timeScheduleArrival,timeRealDeparture,timeRealArrival,duration,id,airportOriginCity,airportDestCity,realDepartTime,realDepartTime_local,realArriveTime,realArriveTime_local,from_to,from_to_2,route,flightTime
AE992,Landed 13:32,green,1546579946,1546608746,2019/1/4 5:32,2019/1/4 13:32,A333,Airbus A330-302,B-18317,China Airlines,China Airlines,Xiamen Gaoqi International Airport,XMN,ZSAM,24.544029,118.127701,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546572900,1546579200,1546575003,1546579946,4920,26,Xiamen,Taipei,2019/1/4 4:10,2019/1/4 12:10,2019/1/4 5:32,2019/1/4 13:32,China_Taiwan,Xiamen_Taipei,Taiwan_China,1.4
MDA987,Landed 10:54,green,1546484073,1546512873,2019/1/3 2:54,2019/1/3 10:54,A333,Airbus A330-302,B-18353,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Nanjing Lukou International Airport,NKG,ZSNJ,31.742041,118.862,China,28800,1546476300,1546483800,1546478622,1546484073,5460,29,Taipei,Nanjing,2019/1/3 1:23,2019/1/3 9:23,2019/1/3 2:54,2019/1/3 10:54,Taiwan_China,Taipei_Nanjing,Taiwan_China,1.5
MDA988,Landed 13:58,green,1546495090,1546523890,2019/1/3 5:58,2019/1/3 13:58,A333,Airbus A330-302,B-18353,China Airlines,China Airlines,Nanjing Lukou International Airport,NKG,ZSNJ,31.742041,118.862,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546488000,1546495500,1546489274,1546495090,5820,29,Nanjing,Taipei,2019/1/3 4:21,2019/1/3 12:21,2019/1/3 5:58,2019/1/3 13:58,China_Taiwan,Nanjing_Taipei,Taiwan_China,1.6
MDA987,Landed 11:06,yellow,1546311990,1546340790,2019/1/1 3:06,2019/1/1 11:06,A333,Airbus A330-302,B-18355,China Airlines,China Airlines (Welcome to Taiwan Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Nanjing Lukou International Airport,NKG,ZSNJ,31.742041,118.862,China,28800,1546303500,1546311000,1546306109,1546311990,5880,30,Taipei,Nanjing,2019/1/1 1:28,2019/1/1 9:28,2019/1/1 3:06,2019/1/1 11:06,Taiwan_China,Taipei_Nanjing,Taiwan_China,1.6
MDA988,Landed 14:08,green,1546322923,1546351723,2019/1/1 6:08,2019/1/1 14:08,A333,Airbus A330-302,B-18355,China Airlines,China Airlines (Welcome to Taiwan Livery),Nanjing Lukou International Airport,NKG,ZSNJ,31.742041,118.862,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546315200,1546322700,1546317067,1546322923,5880,30,Nanjing,Taipei,2019/1/1 4:31,2019/1/1 12:31,2019/1/1 6:08,2019/1/1 14:08,China_Taiwan,Nanjing_Taipei,Taiwan_China,1.6
CAL531,Landed 10:54,green,1546656876,1546685676,2019/1/5 2:54,2019/1/5 10:54,A333,Airbus A330-302,B-18355,China Airlines,China Airlines (Welcome to Taiwan Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Qingdao Liuting International Airport,TAO,ZSQD,36.266102,120.374397,China,28800,1546649100,1546658100,1546649628,1546656876,7260,30,Taipei,Qingdao,2019/1/5 0:53,2019/1/5 8:53,2019/1/5 2:54,2019/1/5 10:54,Taiwan_China,Taipei_Qingdao,Taiwan_China,2
CAL532,Landed 14:38,green,1546670302,1546699102,2019/1/5 6:38,2019/1/5 14:38,A333,Airbus A330-302,B-18355,China Airlines,China Airlines (Welcome to Taiwan Livery),Qingdao Liuting International Airport,TAO,ZSQD,36.266102,120.374397,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546662300,1546671000,1546662973,1546670302,7320,30,Qingdao,Taipei,2019/1/5 4:36,2019/1/5 12:36,2019/1/5 6:38,2019/1/5 14:38,China_Taiwan,Qingdao_Taipei,Taiwan_China,2
MDA987,Landed 10:50,green,1546656631,1546685431,2019/1/5 2:50,2019/1/5 10:50,A333,Airbus A330-302,B-18357,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Nanjing Lukou International Airport,NKG,ZSNJ,31.742041,118.862,China,28800,1546649100,1546656600,1546650891,1546656631,5760,32,Taipei,Nanjing,2019/1/5 1:14,2019/1/5 9:14,2019/1/5 2:50,2019/1/5 10:50,Taiwan_China,Taipei_Nanjing,Taiwan_China,1.6
MDA988,Landed 13:59,green,1546667954,1546696754,2019/1/5 5:59,2019/1/5 13:59,A333,Airbus A330-302,B-18357,China Airlines,China Airlines,Nanjing Lukou International Airport,NKG,ZSNJ,31.742041,118.862,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546660800,1546668300,1546661836,1546667954,6120,32,Nanjing,Taipei,2019/1/5 4:17,2019/1/5 12:17,2019/1/5 5:59,2019/1/5 13:59,China_Taiwan,Nanjing_Taipei,Taiwan_China,1.7
CAL553,Landed 18:56,green,1546685812,1546714612,2019/1/5 10:56,2019/1/5 18:56,A333,Airbus A330-302,B-18357,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Chongqing Jiangbei International Airport,CKG,ZUCK,29.71921,106.641602,China,28800,1546673400,1546686000,1546674446,1546685812,11340,32,Taipei,Chongqing,2019/1/5 7:47,2019/1/5 15:47,2019/1/5 10:56,2019/1/5 18:56,Taiwan_China,Taipei_Chongqing,Taiwan_China,3.2
CAL554,Landed 22:51,green,1546699860,1546728660,2019/1/5 14:51,2019/1/5 22:51,A333,Airbus A330-302,B-18357,China Airlines,China Airlines,Chongqing Jiangbei International Airport,CKG,ZUCK,29.71921,106.641602,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546689600,1546700100,1546690342,1546699860,9540,32,Chongqing,Taipei,2019/1/5 12:12,2019/1/5 20:12,2019/1/5 14:51,2019/1/5 22:51,China_Taiwan,Chongqing_Taipei,Taiwan_China,2.7
MDA991,Landed 10:33,green,1546742007,1546770807,2019/1/6 2:33,2019/1/6 10:33,A333,Airbus A330-302,B-18357,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Xiamen Gaoqi International Airport,XMN,ZSAM,24.544029,118.127701,China,28800,1546735200,1546741500,1546737143,1546742007,4860,32,Taipei,Xiamen,2019/1/6 1:12,2019/1/6 9:12,2019/1/6 2:33,2019/1/6 10:33,Taiwan_China,Taipei_Xiamen,Taiwan_China,1.4
MDA992,Landed 13:26,green,1546752416,1546781216,2019/1/6 5:26,2019/1/6 13:26,A333,Airbus A330-302,B-18357,China Airlines,China Airlines,Xiamen Gaoqi International Airport,XMN,ZSAM,24.544029,118.127701,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546745700,1546752000,1546747782,1546752416,4620,32,Xiamen,Taipei,2019/1/6 4:09,2019/1/6 12:09,2019/1/6 5:26,2019/1/6 13:26,China_Taiwan,Xiamen_Taipei,Taiwan_China,1.3
CAL509,Landed 17:57,green,1546768628,1546797428,2019/1/6 9:57,2019/1/6 17:57,A333,Airbus A330-302,B-18357,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Wuxi Sunan Shuofang International Airport,WUX,ZSWX,31.492889,120.424377,China,28800,1546761900,1546769700,1546762681,1546768628,5940,32,Taipei,Wuxi,2019/1/6 8:18,2019/1/6 16:18,2019/1/6 9:57,2019/1/6 17:57,Taiwan_China,Taipei_Wuxi,Taiwan_China,1.7
CAL510,Landed 21:29,green,1546781340,1546810140,2019/1/6 13:29,2019/1/6 21:29,A333,Airbus A330-302,B-18357,China Airlines,China Airlines,Wuxi Sunan Shuofang International Airport,WUX,ZSWX,31.492889,120.424377,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546773900,1546782000,1546774691,1546781340,6660,32,Wuxi,Taipei,2019/1/6 11:38,2019/1/6 19:38,2019/1/6 13:29,2019/1/6 21:29,China_Taiwan,Wuxi_Taipei,Taiwan_China,1.9
CAL501,Landed 10:30,green,1546569003,1546597803,2019/1/4 2:30,2019/1/4 10:30,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Shanghai Pudong International Airport,PVG,ZSPD,31.14337,121.805199,China,28800,1546563000,1546570200,1546564442,1546569003,4560,33,Taipei,Shanghai,2019/1/4 1:14,2019/1/4 9:14,2019/1/4 2:30,2019/1/4 10:30,Taiwan_China,Taipei_Shanghai,Taiwan_China,1.3
CAL502,Landed 14:21,green,1546582895,1546611695,2019/1/4 6:21,2019/1/4 14:21,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Shanghai Pudong International Airport,PVG,ZSPD,31.14337,121.805199,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546574700,1546582500,1546578373,1546582895,4500,33,Shanghai,Taipei,2019/1/4 5:06,2019/1/4 13:06,2019/1/4 6:21,2019/1/4 14:21,China_Taiwan,Shanghai_Taipei,Taiwan_China,1.3
CAL551,Landed 11:50,green,1546746614,1546775414,2019/1/6 3:50,2019/1/6 11:50,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Chengdu Shuangliu International Airport,CTU,ZUUU,30.57852,103.946999,China,28800,1546733100,1546746900,1546735454,1546746614,11160,33,Taipei,Chengdu,2019/1/6 0:44,2019/1/6 8:44,2019/1/6 3:50,2019/1/6 11:50,Taiwan_China,Taipei_Chengdu,Taiwan_China,3.1
CAL552,Landed 16:31,green,1546763515,1546792315,2019/1/6 8:31,2019/1/6 16:31,A333,Airbus A330-302,B-18358,China Airlines,China Airlines (Masalu! Taiwan Livery),Chengdu Shuangliu International Airport,CTU,ZUUU,30.57852,103.946999,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546752000,1546764000,1546752492,1546763515,11040,33,Chengdu,Taipei,2019/1/6 5:28,2019/1/6 13:28,2019/1/6 8:31,2019/1/6 16:31,China_Taiwan,Chengdu_Taipei,Taiwan_China,3.1
MDA977,Landed 11:43,yellow,1546486980,1546515780,2019/1/3 3:43,2019/1/3 11:43,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Changsha Huanghua International Airport,CSX,ZGHA,28.196667,113.220833,China,28800,1546477500,1546487400,1546479395,1546486980,7560,34,Taipei,Changsha,2019/1/3 1:36,2019/1/3 9:36,2019/1/3 3:43,2019/1/3 11:43,Taiwan_China,Taipei_Changsha,Taiwan_China,2.1
MDA978,Landed 15:12,green,1546499576,1546528376,2019/1/3 7:12,2019/1/3 15:12,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Changsha Huanghua International Airport,CSX,ZGHA,28.196667,113.220833,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546492200,1546501200,1546492560,1546499576,7020,34,Changsha,Taipei,2019/1/3 5:16,2019/1/3 13:16,2019/1/3 7:12,2019/1/3 15:12,China_Taiwan,Changsha_Taipei,Taiwan_China,2
CAL561,Landed 16:55,green,1546592135,1546620935,2019/1/4 8:55,2019/1/4 16:55,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Xi'an Xianyang International Airport,XIY,ZLXY,34.447109,108.751503,China,28800,1546578600,1546592700,1546579681,1546592135,12480,34,Taipei,Xi'an,2019/1/4 5:28,2019/1/4 13:28,2019/1/4 8:55,2019/1/4 16:55,Taiwan_China,Taipei_Xi'an,Taiwan_China,3.5
CAL562,Landed 21:29,green,1546608540,1546637340,2019/1/4 13:29,2019/1/4 21:29,A333,Airbus A330-302,B-18359,China Airlines,China Airlines,Xi'an Xianyang International Airport,XIY,ZLXY,34.447109,108.751503,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546596300,1546609200,1546597680,1546608540,10860,34,Xi'an,Taipei,2019/1/4 10:28,2019/1/4 18:28,2019/1/4 13:29,2019/1/4 21:29,China_Taiwan,Xi'an_Taipei,Taiwan_China,3
MDA991,Landed 10:25,green,1546395902,1546424702,2019/1/2 2:25,2019/1/2 10:25,A333,Airbus A330-302,B-18360,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Xiamen Gaoqi International Airport,XMN,ZSAM,24.544029,118.127701,China,28800,1546389600,1546395900,1546390875,1546395902,5040,35,Taipei,Xiamen,2019/1/2 1:01,2019/1/2 9:01,2019/1/2 2:25,2019/1/2 10:25,Taiwan_China,Taipei_Xiamen,Taiwan_China,1.4
MDA992,Landed 13:32,green,1546407138,1546435938,2019/1/2 5:32,2019/1/2 13:32,A333,Airbus A330-302,B-18360,China Airlines,China Airlines,Xiamen Gaoqi International Airport,XMN,ZSAM,24.544029,118.127701,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546400100,1546406400,1546402605,1546407138,4560,35,Xiamen,Taipei,2019/1/2 4:16,2019/1/2 12:16,2019/1/2 5:32,2019/1/2 13:32,China_Taiwan,Xiamen_Taipei,Taiwan_China,1.3
CAL561,Landed 17:13,green,1546852413,1546881213,2019/1/7 9:13,2019/1/7 17:13,A333,Airbus A330-302,B-18360,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Xi'an Xianyang International Airport,XIY,ZLXY,34.447109,108.751503,China,28800,1546837800,1546851900,1546838796,1546852413,13620,35,Taipei,Xi'an,2019/1/7 5:26,2019/1/7 13:26,2019/1/7 9:13,2019/1/7 17:13,Taiwan_China,Taipei_Xi'an,Taiwan_China,3.8
CAL562,Landed 21:43,green,1546868580,1546897380,2019/1/7 13:43,2019/1/7 21:43,A333,Airbus A330-302,B-18360,China Airlines,China Airlines,Xi'an Xianyang International Airport,XIY,ZLXY,34.447109,108.751503,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546855500,1546868400,1546857053,1546868580,11520,35,Xi'an,Taipei,2019/1/7 10:30,2019/1/7 18:30,2019/1/7 13:43,2019/1/7 21:43,China_Taiwan,Xi'an_Taipei,Taiwan_China,3.2
CAL551,Landed 12:31,yellow,1546317076,1546345876,2019/1/1 4:31,2019/1/1 12:31,A333,Airbus A330-302,B-18361,China Airlines,China Airlines (Cloud Gate Dance Theatre Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Chengdu Shuangliu International Airport,CTU,ZUUU,30.57852,103.946999,China,28800,1546301100,1546314900,1546305346,1546317076,11760,36,Taipei,Chengdu,2019/1/1 1:15,2019/1/1 9:15,2019/1/1 4:31,2019/1/1 12:31,Taiwan_China,Taipei_Chengdu,Taiwan_China,3.3
CAL552,Landed 16:55,green,1546332957,1546361757,2019/1/1 8:55,2019/1/1 16:55,A333,Airbus A330-302,B-18361,China Airlines,China Airlines (Cloud Gate Dance Theatre Livery),Chengdu Shuangliu International Airport,CTU,ZUUU,30.57852,103.946999,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546320000,1546332000,1546322840,1546332957,10140,36,Chengdu,Taipei,2019/1/1 6:07,2019/1/1 14:07,2019/1/1 8:55,2019/1/1 16:55,China_Taiwan,Chengdu_Taipei,Taiwan_China,2.8
MDA991,Landed 10:16,green,1546481806,1546510606,2019/1/3 2:16,2019/1/3 10:16,A333,Airbus A330-302,B-18361,China Airlines,China Airlines (Cloud Gate Dance Theatre Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Xiamen Gaoqi International Airport,XMN,ZSAM,24.544029,118.127701,China,28800,1546476000,1546482300,1546477434,1546481806,4380,36,Taipei,Xiamen,2019/1/3 1:03,2019/1/3 9:03,2019/1/3 2:16,2019/1/3 10:16,Taiwan_China,Taipei_Xiamen,Taiwan_China,1.2
MDA992,Landed 13:19,green,1546492764,1546521564,2019/1/3 5:19,2019/1/3 13:19,A333,Airbus A330-302,B-18361,China Airlines,China Airlines (Cloud Gate Dance Theatre Livery),Xiamen Gaoqi International Airport,XMN,ZSAM,24.544029,118.127701,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546486500,1546492800,1546488043,1546492764,4740,36,Xiamen,Taipei,2019/1/3 4:00,2019/1/3 12:00,2019/1/3 5:19,2019/1/3 13:19,China_Taiwan,Xiamen_Taipei,Taiwan_China,1.3
CAL541,Landed 17:36,green,1546508206,1546537006,2019/1/3 9:36,2019/1/3 17:36,A333,Airbus A330-302,B-18361,China Airlines,China Airlines (Cloud Gate Dance Theatre Livery),Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Wuhan Tianhe International Airport,WUH,ZHHH,30.783751,114.208099,China,28800,1546498500,1546509000,1546499486,1546508206,8700,36,Taipei,Wuhan,2019/1/3 7:11,2019/1/3 15:11,2019/1/3 9:36,2019/1/3 17:36,Taiwan_China,Taipei_Wuhan,Taiwan_China,2.4
CAL542,Landed 21:05,green,1546520700,1546549500,2019/1/3 13:05,2019/1/3 21:05,A333,Airbus A330-302,B-18361,China Airlines,China Airlines (Cloud Gate Dance Theatre Livery),Wuhan Tianhe International Airport,WUH,ZHHH,30.783751,114.208099,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546512600,1546521900,1546513380,1546520700,7320,36,Wuhan,Taipei,2019/1/3 11:03,2019/1/3 19:03,2019/1/3 13:05,2019/1/3 21:05,China_Taiwan,Wuhan_Taipei,Taiwan_China,2
MDA211,Landed 08:31,green,1546302692,1546331492,2019/1/1 0:31,2019/1/1 8:31,B738,Boeing 737-809,B-18610,China Airlines,China Airlines,Taipei Songshan Airport,TSA,RCSS,25.069719,121.552498,Taiwan,28800,Fuzhou Changle International Airport,FOC,ZSFZ,25.935061,119.6632,China,28800,1546297500,1546302900,1546297795,1546302692,4920,37,Taipei,Fuzhou,2018/12/31 23:09,2019/1/1 7:09,2019/1/1 0:31,2019/1/1 8:31,Taiwan_China,Taipei_Fuzhou,Taiwan_China,1.4
MDA212,Landed 11:07,green,1546312075,1546340875,2019/1/1 3:07,2019/1/1 11:07,B738,Boeing 737-809,B-18610,China Airlines,China Airlines,Fuzhou Changle International Airport,FOC,ZSFZ,25.935061,119.6632,China,28800,Taipei Songshan Airport,TSA,RCSS,25.069719,121.552498,Taiwan,28800,1546306500,1546312800,1546307083,1546312075,4980,37,Fuzhou,Taipei,2019/1/1 1:44,2019/1/1 9:44,2019/1/1 3:07,2019/1/1 11:07,China_Taiwan,Fuzhou_Taipei,Taiwan_China,1.4
MDA211,Landed 08:29,green,1546388992,1546417792,2019/1/2 0:29,2019/1/2 8:29,B738,Boeing 737-809,B-18610,China Airlines,China Airlines,Taipei Songshan Airport,TSA,RCSS,25.069719,121.552498,Taiwan,28800,Fuzhou Changle International Airport,FOC,ZSFZ,25.935061,119.6632,China,28800,1546383900,1546389300,1546384209,1546388992,4800,37,Taipei,Fuzhou,2019/1/1 23:10,2019/1/2 7:10,2019/1/2 0:29,2019/1/2 8:29,Taiwan_China,Taipei_Fuzhou,Taiwan_China,1.3
MDA212,Landed 11:08,green,1546398514,1546427314,2019/1/2 3:08,2019/1/2 11:08,B738,Boeing 737-809,B-18610,China Airlines,China Airlines,Fuzhou Changle International Airport,FOC,ZSFZ,25.935061,119.6632,China,28800,Taipei Songshan Airport,TSA,RCSS,25.069719,121.552498,Taiwan,28800,1546392900,1546399200,1546393753,1546398514,4740,37,Fuzhou,Taipei,2019/1/2 1:49,2019/1/2 9:49,2019/1/2 3:08,2019/1/2 11:08,China_Taiwan,Fuzhou_Taipei,Taiwan_China,1.3
MDA217,Landed 16:05,green,1546416343,1546445143,2019/1/2 8:05,2019/1/2 16:05,B738,Boeing 737-809,B-18610,China Airlines,China Airlines,Taipei Songshan Airport,TSA,RCSS,25.069719,121.552498,Taiwan,28800,Wuhan Tianhe International Airport,WUH,ZHHH,30.783751,114.208099,China,28800,1546406400,1546417800,1546407324,1546416343,9000,37,Taipei,Wuhan,2019/1/2 5:35,2019/1/2 13:35,2019/1/2 8:05,2019/1/2 16:05,Taiwan_China,Taipei_Wuhan,Taiwan_China,2.5
MDA218,Landed 19:38,green,1546429086,1546457886,2019/1/2 11:38,2019/1/2 19:38,B738,Boeing 737-809,B-18610,China Airlines,China Airlines,Wuhan Tianhe International Airport,WUH,ZHHH,30.783751,114.208099,China,28800,Taipei Songshan Airport,TSA,RCSS,25.069719,121.552498,Taiwan,28800,1546421700,1546431000,1546421640,1546429086,7440,37,Wuhan,Taipei,2019/1/2 9:34,2019/1/2 17:34,2019/1/2 11:38,2019/1/2 19:38,China_Taiwan,Wuhan_Taipei,Taiwan_China,2.1
MDA957,Landed 17:44,green,1546508640,1546537440,2019/1/3 9:44,2019/1/3 17:44,B738,Boeing 737-809,B-18610,China Airlines,China Airlines,Taipei Songshan Airport,TSA,RCSS,25.069719,121.552498,Taiwan,28800,Wenzhou Longwan International Airport,WNZ,ZSWZ,27.91222,120.851898,China,28800,1546504200,1546508700,1546505072,1546508640,3540,37,Taipei,Wenzhou,2019/1/3 8:44,2019/1/3 16:44,2019/1/3 9:44,2019/1/3 17:44,Taiwan_China,Taipei_Wenzhou,Taiwan_China,1
MDA958,Landed 20:02,green,1546516936,1546545736,2019/1/3 12:02,2019/1/3 20:02,B738,Boeing 737-809,B-18610,China Airlines,China Airlines,Wenzhou Longwan International Airport,WNZ,ZSWZ,27.91222,120.851898,China,28800,Taipei Songshan Airport,TSA,RCSS,25.069719,121.552498,Taiwan,28800,1546513500,1546518300,1546513860,1546516936,3060,37,Wenzhou,Taipei,2019/1/3 11:11,2019/1/3 19:11,2019/1/3 12:02,2019/1/3 20:02,China_Taiwan,Wenzhou_Taipei,Taiwan_China,0.9
MDA989,Landed 17:40,green,1546854000,1546882800,2019/1/7 9:40,2019/1/7 17:40,B738,Boeing 737-809,B-18610,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Ningbo Lishe International Airport,NGB,ZSNB,29.826679,121.461899,China,28800,1546848300,1546854600,1546849697,1546854000,4320,37,Taipei,Ningbo,2019/1/7 8:28,2019/1/7 16:28,2019/1/7 9:40,2019/1/7 17:40,Taiwan_China,Taipei_Ningbo,Taiwan_China,1.2
MDA990,Landed 20:42,green,1546864954,1546893754,2019/1/7 12:42,2019/1/7 20:42,B738,Boeing 737-809,B-18610,China Airlines,China Airlines,Ningbo Lishe International Airport,NGB,ZSNB,29.826679,121.461899,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546858800,1546865100,1546859220,1546864954,5760,37,Ningbo,Taipei,2019/1/7 11:07,2019/1/7 19:07,2019/1/7 12:42,2019/1/7 20:42,China_Taiwan,Ningbo_Taipei,Taiwan_China,1.6
MDA989,Landed 17:33,green,1546421580,1546450380,2019/1/2 9:33,2019/1/2 17:33,B738,Boeing 737-809,B-18612,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Ningbo Lishe International Airport,NGB,ZSNB,29.826679,121.461899,China,28800,1546416300,1546422600,1546416774,1546421580,4800,38,Taipei,Ningbo,2019/1/2 8:12,2019/1/2 16:12,2019/1/2 9:33,2019/1/2 17:33,Taiwan_China,Taipei_Ningbo,Taiwan_China,1.3
MDA990,Landed 20:33,green,1546432387,1546461187,2019/1/2 12:33,2019/1/2 20:33,B738,Boeing 737-809,B-18612,China Airlines,China Airlines,Ningbo Lishe International Airport,NGB,ZSNB,29.826679,121.461899,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546426800,1546433100,1546427201,1546432387,5160,38,Ningbo,Taipei,2019/1/2 11:06,2019/1/2 19:06,2019/1/2 12:33,2019/1/2 20:33,China_Taiwan,Ningbo_Taipei,Taiwan_China,1.4
CAL555,Landed 11:09,green,1546571387,1546600187,2019/1/4 3:09,2019/1/4 11:09,B738,Boeing 737-809,B-18612,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Yangzhou Taizhou Airport,YTY,ZSYA,32.563057,119.718887,China,28800,1546563000,1546572300,1546563764,1546571387,7620,38,Taipei,Yangzhou,2019/1/4 1:02,2019/1/4 9:02,2019/1/4 3:09,2019/1/4 11:09,Taiwan_China,Taipei_Yangzhou,Taiwan_China,2.1
CAL556,Landed 14:39,green,1546583997,1546612797,2019/1/4 6:39,2019/1/4 14:39,B738,Boeing 737-809,B-18612,China Airlines,China Airlines,Yangzhou Taizhou Airport,YTY,ZSYA,32.563057,119.718887,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546575900,1546584900,1546577161,1546583997,6840,38,Yangzhou,Taipei,2019/1/4 4:46,2019/1/4 12:46,2019/1/4 6:39,2019/1/4 14:39,China_Taiwan,Yangzhou_Taipei,Taiwan_China,1.9
MDA269,Landed 10:11,green,1546740660,1546769460,2019/1/6 2:11,2019/1/6 10:11,B738,Boeing 737-809,B-18612,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Changchun Longjia International Airport,CGQ,ZYCC,43.996208,125.685303,China,28800,1546728600,1546740600,1546729217,1546740660,11460,38,Taipei,Changchun,2019/1/5 23:00,2019/1/6 7:00,2019/1/6 2:11,2019/1/6 10:11,Taiwan_China,Taipei_Changchun,Taiwan_China,3.2
MDA270,Landed 15:04,green,1546758291,1546787091,2019/1/6 7:04,2019/1/6 15:04,B738,Boeing 737-809,B-18612,China Airlines,China Airlines,Changchun Longjia International Airport,CGQ,ZYCC,43.996208,125.685303,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546744500,1546757700,1546744500,1546758291,13791,38,Changchun,Taipei,2019/1/6 3:15,2019/1/6 11:15,2019/1/6 7:04,2019/1/6 15:04,China_Taiwan,Changchun_Taipei,Taiwan_China,#VALUE!
