callsign,landingTime,ifdelayed,eventTime1,eventTime2,utcTime,localTime,aircraftModel,aircraftModel2,fleetID,owner,airlineName,airportOriginName,airportOriginCode1,airportOriginCode2,airportOriginLat,airportOriginLng,airportOriginCountry,airportOriginOffset,airportDestName,airportDestCode1,airportDestCode2,airportDestLat,airportDestLng,airportDestCountry,airportDestOffset,timeScheduleDeparture,timeScheduleArrival,timeRealDeparture,timeRealArrival,duration,id,airportOriginCity,airportDestCity,realDepartTime,realDepartTime_local,realArriveTime,realArriveTime_local,from_to,from_to_2,route
CAL008,Landed 18:34,yellow,1546310040,1546281240,2019/1/1 2:34,2018/12/31 18:34,B77W,Boeing 777-309(ER),B-18001,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Los Angeles International Airport,LAX,KLAX,33.94252,-118.406998,United States,-28800,1546271400,1546310265,1546272495,1546310040,37560,1,Taipei,Los Angeles,2018/12/31 16:08,2019/1/1 0:08,2019/1/1 2:34,2018/12/31 18:34,Taiwan_United States,Taipei_Los Angeles,Taiwan_United States
CAL007,Landed 04:27,green,1546374479,1546403279,2019/1/1 20:27,2019/1/2 4:27,B77W,Boeing 777-309(ER),B-18001,China Airlines,China Airlines,Los Angeles International Airport,LAX,KLAX,33.94252,-118.406998,United States,-28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546325100,1546377300,1546326591,1546374479,47880,1,Los Angeles,Taipei,2019/1/1 7:09,2018/12/31 23:09,2019/1/1 20:27,2019/1/2 4:27,United States_Taiwan,Los Angeles_Taipei,Taiwan_United States
CAL721,Landed 13:19,green,1546406381,1546435181,2019/1/2 5:19,2019/1/2 13:19,B77W,Boeing 777-309(ER),B-18001,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Kuala Lumpur International Airport,KUL,WMKK,2.745578,101.7099,Malaysia,28800,1546389000,1546406100,1546390753,1546406381,15600,1,Taipei,Kuala Lumpur,2019/1/2 0:59,2019/1/2 8:59,2019/1/2 5:19,2019/1/2 13:19,Taiwan_Malaysia,Taipei_Kuala Lumpur,Taiwan_Malaysia
CAL722,Landed 19:22,yellow,1546428122,1546456922,2019/1/2 11:22,2019/1/2 19:22,B77W,Boeing 777-309(ER),B-18001,China Airlines,China Airlines,Kuala Lumpur International Airport,KUL,WMKK,2.745578,101.7099,Malaysia,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546410300,1546426800,1546412287,1546428122,15840,1,Kuala Lumpur,Taipei,2019/1/2 6:58,2019/1/2 14:58,2019/1/2 11:22,2019/1/2 19:22,Malaysia_Taiwan,Kuala Lumpur_Taipei,Taiwan_Malaysia
CAL008,Landed 18:55,green,1546484124,1546455324,2019/1/3 2:55,2019/1/2 18:55,B77W,Boeing 777-309(ER),B-18001,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Los Angeles International Airport,LAX,KLAX,33.94252,-118.406998,United States,-28800,1546444200,1546486500,1546446727,1546484124,37380,1,Taipei,Los Angeles,2019/1/2 16:32,2019/1/3 0:32,2019/1/3 2:55,2019/1/2 18:55,Taiwan_United States,Taipei_Los Angeles,Taiwan_United States
CAL007,Landed 05:21,red,1546550519,1546579319,2019/1/3 21:21,2019/1/4 5:21,B77W,Boeing 777-309(ER),B-18001,China Airlines,China Airlines,Los Angeles International Airport,LAX,KLAX,33.94252,-118.406998,United States,-28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546497900,1546550100,1546504190,1546550519,46320,1,Los Angeles,Taipei,2019/1/3 8:29,2019/1/3 0:29,2019/1/3 21:21,2019/1/4 5:21,United States_Taiwan,Los Angeles_Taipei,Taiwan_United States
CAL057,Landed 11:48,green,1546649285,1546688885,2019/1/5 0:48,2019/1/5 11:48,B77W,Boeing 777-309(ER),B-18001,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Melbourne Airport,MEL,YMML,-37.673302,144.843307,Australia,39600,1546615500,1546649700,1546618012,1546649285,31260,1,Taipei,Melbourne,2019/1/4 16:06,2019/1/5 0:06,2019/1/5 0:48,2019/1/5 11:48,Taiwan_Australia,Taipei_Melbourne,Taiwan_Australia
CAL156,Landed 11:52,green,1546743146,1546775546,2019/1/6 2:52,2019/1/6 11:52,B77W,Boeing 777-309(ER),B-18001,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Osaka Kansai International Airport,KIX,RJBB,34.427299,135.244003,Japan,32400,1546733400,1546742400,1546736506,1546743146,6660,1,Taipei,Osaka,2019/1/6 1:01,2019/1/6 9:01,2019/1/6 2:52,2019/1/6 11:52,Taiwan_Japan,Taipei_Osaka,Taiwan_Japan
CAL157,Landed 15:07,green,1546758440,1546787240,2019/1/6 7:07,2019/1/6 15:07,B77W,Boeing 777-309(ER),B-18001,China Airlines,China Airlines,Osaka Kansai International Airport,KIX,RJBB,34.427299,135.244003,Japan,32400,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546746600,1546758000,1546748007,1546758440,10440,1,Osaka,Taipei,2019/1/6 4:13,2019/1/6 13:13,2019/1/6 7:07,2019/1/6 15:07,Japan_Taiwan,Osaka_Taipei,Taiwan_Japan
CAL057,Landed 11:34,green,1546821293,1546860893,2019/1/7 0:34,2019/1/7 11:34,B77W,Boeing 777-309(ER),B-18001,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Melbourne Airport,MEL,YMML,-37.673302,144.843307,Australia,39600,1546788300,1546822500,1546790290,1546821293,31020,1,Taipei,Melbourne,2019/1/6 15:58,2019/1/6 23:58,2019/1/7 0:34,2019/1/7 11:34,Taiwan_Australia,Taipei_Melbourne,Taiwan_Australia
CAL058,Landed 04:46,green,1546893960,1546922760,2019/1/7 20:46,2019/1/8 4:46,B77W,Boeing 777-309(ER),B-18001,China Airlines,China Airlines,Melbourne Airport,MEL,YMML,-37.673302,144.843307,Australia,39600,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546863000,1546896900,1546863507,1546893960,30480,1,Melbourne,Taipei,2019/1/7 12:18,2019/1/7 23:18,2019/1/7 20:46,2019/1/8 4:46,Australia_Taiwan,Melbourne_Taipei,Taiwan_Australia
CAL771,Landed 14:20,green,1546323608,1546352408,2019/1/1 6:20,2019/1/1 14:20,B77W,Boeing 777-309(ER),B-18002,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Denpasar Ngurah Rai International Airport,DPS,WADD,-8.74816,115.167099,Indonesia,28800,1546305000,1546324800,1546305975,1546323608,17640,2,Taipei,Denpasar,2019/1/1 1:26,2019/1/1 9:26,2019/1/1 6:20,2019/1/1 14:20,Taiwan_Indonesia,Taipei_Denpasar,Taiwan_Indonesia
CAL772,Landed 20:40,green,1546346456,1546375256,2019/1/1 12:40,2019/1/1 20:40,B77W,Boeing 777-309(ER),B-18002,China Airlines,China Airlines,Denpasar Ngurah Rai International Airport,DPS,WADD,-8.74816,115.167099,Indonesia,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546328700,1546347600,1546329925,1546346456,16560,2,Denpasar,Taipei,2019/1/1 8:05,2019/1/1 16:05,2019/1/1 12:40,2019/1/1 20:40,Indonesia_Taiwan,Denpasar_Taipei,Taiwan_Indonesia
CAL008,Landed 18:32,green,1546396346,1546367546,2019/1/2 2:32,2019/1/1 18:32,B77W,Boeing 777-309(ER),B-18002,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Los Angeles International Airport,LAX,KLAX,33.94252,-118.406998,United States,-28800,1546357800,1546397176,1546359386,1546396346,36960,2,Taipei,Los Angeles,2019/1/1 16:16,2019/1/2 0:16,2019/1/2 2:32,2019/1/1 18:32,Taiwan_United States,Taipei_Los Angeles,Taiwan_United States
CAL007,Landed 05:07,green,1546463228,1546492028,2019/1/2 21:07,2019/1/3 5:07,B77W,Boeing 777-309(ER),B-18002,China Airlines,China Airlines,Los Angeles International Airport,LAX,KLAX,33.94252,-118.406998,United States,-28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546411500,1546463700,1546413472,1546463228,49740,2,Los Angeles,Taipei,2019/1/2 7:17,2019/1/1 23:17,2019/1/2 21:07,2019/1/3 5:07,United States_Taiwan,Los Angeles_Taipei,Taiwan_United States
CAL100,Landed 13:34,green,1546490045,1546522445,2019/1/3 4:34,2019/1/3 13:34,B77W,Boeing 777-309(ER),B-18002,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Tokyo Narita International Airport,NRT,RJAA,35.764721,140.386307,Japan,32400,1546479000,1546489800,1546480743,1546490045,9300,2,Taipei,Tokyo,2019/1/3 1:59,2019/1/3 9:59,2019/1/3 4:34,2019/1/3 13:34,Taiwan_Japan,Taipei_Tokyo,Taiwan_Japan
CAL101,Landed 18:03,yellow,1546509803,1546538603,2019/1/3 10:03,2019/1/3 18:03,B77W,Boeing 777-309(ER),B-18002,China Airlines,China Airlines,Tokyo Narita International Airport,NRT,RJAA,35.764721,140.386307,Japan,32400,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546493700,1546508700,1546496914,1546509803,12900,2,Tokyo,Taipei,2019/1/3 6:28,2019/1/3 15:28,2019/1/3 10:03,2019/1/3 18:03,Japan_Taiwan,Tokyo_Taipei,Taiwan_Japan
CAL053,Landed 10:53,green,1546563211,1546599211,2019/1/4 0:53,2019/1/4 10:53,B77W,Boeing 777-309(ER),B-18002,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Brisbane Airport,BNE,YBBN,-27.3841,153.117493,Australia,36000,1546530900,1546563600,1546533612,1546563211,29580,2,Taipei,Brisbane,2019/1/3 16:40,2019/1/4 0:40,2019/1/4 0:53,2019/1/4 10:53,Taiwan_Australia,Taipei_Brisbane,Taiwan_Australia
CAL053,Landed 19:08,green,1546582106,1546628906,2019/1/4 6:08,2019/1/4 19:08,B77W,Boeing 777-309(ER),B-18002,China Airlines,China Airlines,Brisbane Airport,BNE,YBBN,-27.3841,153.117493,Australia,36000,Auckland Airport,AKL,NZAA,-37.007999,174.791595,New Zealand,46800,1546570800,1546582500,1546571782,1546582106,10320,2,Brisbane,Auckland,2019/1/4 3:16,2019/1/4 13:16,2019/1/4 6:08,2019/1/4 19:08,Australia_New Zealand,Brisbane_Auckland,Australia_New Zealand
CAL054,Landed 20:58,green,1546599522,1546635522,2019/1/4 10:58,2019/1/4 20:58,B77W,Boeing 777-309(ER),B-18002,China Airlines,China Airlines,Auckland Airport,AKL,NZAA,-37.007999,174.791595,New Zealand,46800,Brisbane Airport,BNE,YBBN,-27.3841,153.117493,Australia,36000,1546587900,1546601100,1546589552,1546599522,9960,2,Auckland,Brisbane,2019/1/4 8:12,2019/1/4 21:12,2019/1/4 10:58,2019/1/4 20:58,New Zealand_Australia,Auckland_Brisbane,Australia_New Zealand
CAL054,Landed 05:32,green,1546637531,1546666331,2019/1/4 21:32,2019/1/5 5:32,B77W,Boeing 777-309(ER),B-18002,China Airlines,China Airlines,Brisbane Airport,BNE,YBBN,-27.3841,153.117493,Australia,36000,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546607100,1546638600,1546608528,1546637531,28980,2,Brisbane,Taipei,2019/1/4 13:28,2019/1/4 23:28,2019/1/4 21:32,2019/1/5 5:32,Australia_Taiwan,Brisbane_Taipei,Taiwan_Australia
CAL721,Landed 12:54,green,1546664053,1546692853,2019/1/5 4:54,2019/1/5 12:54,B77W,Boeing 777-309(ER),B-18002,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Kuala Lumpur International Airport,KUL,WMKK,2.745578,101.7099,Malaysia,28800,1546648200,1546665300,1546648928,1546664053,15120,2,Taipei,Kuala Lumpur,2019/1/5 0:42,2019/1/5 8:42,2019/1/5 4:54,2019/1/5 12:54,Taiwan_Malaysia,Taipei_Kuala Lumpur,Taiwan_Malaysia
CAL722,Landed 18:52,green,1546685529,1546714329,2019/1/5 10:52,2019/1/5 18:52,B77W,Boeing 777-309(ER),B-18002,China Airlines,China Airlines,Kuala Lumpur International Airport,KUL,WMKK,2.745578,101.7099,Malaysia,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546669500,1546686000,1546670434,1546685529,15120,2,Kuala Lumpur,Taipei,2019/1/5 6:40,2019/1/5 14:40,2019/1/5 10:52,2019/1/5 18:52,Malaysia_Taiwan,Kuala Lumpur_Taipei,Taiwan_Malaysia
CAL100,Landed 13:33,green,1546749198,1546781598,2019/1/6 4:33,2019/1/6 13:33,B77W,Boeing 777-309(ER),B-18002,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Tokyo Narita International Airport,NRT,RJAA,35.764721,140.386307,Japan,32400,1546738200,1546749000,1546740080,1546749198,9120,2,Taipei,Tokyo,2019/1/6 2:01,2019/1/6 10:01,2019/1/6 4:33,2019/1/6 13:33,Taiwan_Japan,Taipei_Tokyo,Taiwan_Japan
CAL101,Landed 18:09,yellow,1546769381,1546798181,2019/1/6 10:09,2019/1/6 18:09,B77W,Boeing 777-309(ER),B-18002,China Airlines,China Airlines,Tokyo Narita International Airport,NRT,RJAA,35.764721,140.386307,Japan,32400,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546752900,1546767900,1546756188,1546769381,13200,2,Tokyo,Taipei,2019/1/6 6:29,2019/1/6 15:29,2019/1/6 10:09,2019/1/6 18:09,Japan_Taiwan,Tokyo_Taipei,Taiwan_Japan
CAL511,Landed 11:30,yellow,1546831808,1546860608,2019/1/7 3:30,2019/1/7 11:30,B77W,Boeing 777-309(ER),B-18002,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Beijing Capital International Airport,PEK,ZBAA,40.084152,116.592735,China,28800,1546818900,1546830600,1546821434,1546831808,10380,2,Taipei,Beijing,2019/1/7 0:37,2019/1/7 8:37,2019/1/7 3:30,2019/1/7 11:30,Taiwan_China,Taipei_Beijing,Taiwan_China
CAL512,Landed 16:09,yellow,1546848578,1546877378,2019/1/7 8:09,2019/1/7 16:09,B77W,Boeing 777-309(ER),B-18002,China Airlines,China Airlines,Beijing Capital International Airport,PEK,ZBAA,40.084152,116.592735,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546835100,1546846500,1546838655,1546848578,9900,2,Beijing,Taipei,2019/1/7 5:24,2019/1/7 13:24,2019/1/7 8:09,2019/1/7 16:09,China_Taiwan,Beijing_Taipei,Taiwan_China
CAL501,Landed 10:36,green,1546310202,1546339002,2019/1/1 2:36,2019/1/1 10:36,B77W,Boeing 777-309(ER),B-18003,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Shanghai Pudong International Airport,PVG,ZSPD,31.14337,121.805199,China,28800,1546303800,1546311000,1546305698,1546310202,4500,3,Taipei,Shanghai,2019/1/1 1:21,2019/1/1 9:21,2019/1/1 2:36,2019/1/1 10:36,Taiwan_China,Taipei_Shanghai,Taiwan_China
CAL502,Landed 14:30,green,1546324226,1546353026,2019/1/1 6:30,2019/1/1 14:30,B77W,Boeing 777-309(ER),B-18003,China Airlines,China Airlines,Shanghai Pudong International Airport,PVG,ZSPD,31.14337,121.805199,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546315500,1546323300,1546318704,1546324226,5520,3,Shanghai,Taipei,2019/1/1 4:58,2019/1/1 12:58,2019/1/1 6:30,2019/1/1 14:30,China_Taiwan,Shanghai_Taipei,Taiwan_China
CAL057,Landed 11:38,green,1546389536,1546429136,2019/1/2 0:38,2019/1/2 11:38,B77W,Boeing 777-309(ER),B-18003,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Melbourne Airport,MEL,YMML,-37.673302,144.843307,Australia,39600,1546356300,1546390500,1546357997,1546389536,31560,3,Taipei,Melbourne,2019/1/1 15:53,2019/1/1 23:53,2019/1/2 0:38,2019/1/2 11:38,Taiwan_Australia,Taipei_Melbourne,Taiwan_Australia
CAL058,Landed 04:56,green,1546462612,1546491412,2019/1/2 20:56,2019/1/3 4:56,B77W,Boeing 777-309(ER),B-18003,China Airlines,China Airlines,Melbourne Airport,MEL,YMML,-37.673302,144.843307,Australia,39600,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546431000,1546464900,1546432158,1546462612,30480,3,Melbourne,Taipei,2019/1/2 12:29,2019/1/2 23:29,2019/1/2 20:56,2019/1/3 4:56,Australia_Taiwan,Melbourne_Taipei,Taiwan_Australia
CAL771,Landed 14:21,green,1546496516,1546525316,2019/1/3 6:21,2019/1/3 14:21,B77W,Boeing 777-309(ER),B-18003,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Denpasar Ngurah Rai International Airport,DPS,WADD,-8.74816,115.167099,Indonesia,28800,1546477800,1546497600,1546478911,1546496516,17580,3,Taipei,Denpasar,2019/1/3 1:28,2019/1/3 9:28,2019/1/3 6:21,2019/1/3 14:21,Taiwan_Indonesia,Taipei_Denpasar,Taiwan_Indonesia
CAL772,Landed 20:52,green,1546519920,1546548720,2019/1/3 12:52,2019/1/3 20:52,B77W,Boeing 777-309(ER),B-18003,China Airlines,China Airlines,Denpasar Ngurah Rai International Airport,DPS,WADD,-8.74816,115.167099,Indonesia,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546501500,1546520400,1546502577,1546519920,17340,3,Denpasar,Taipei,2019/1/3 8:02,2019/1/3 16:02,2019/1/3 12:52,2019/1/3 20:52,Indonesia_Taiwan,Denpasar_Taipei,Taiwan_Indonesia
CAL008,Landed 18:59,green,1546570788,1546541988,2019/1/4 2:59,2019/1/3 18:59,B77W,Boeing 777-309(ER),B-18003,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Los Angeles International Airport,LAX,KLAX,33.94252,-118.406998,United States,-28800,1546530600,1546572900,1546533126,1546570788,37680,3,Taipei,Los Angeles,2019/1/3 16:32,2019/1/4 0:32,2019/1/4 2:59,2019/1/3 18:59,Taiwan_United States,Taipei_Los Angeles,Taiwan_United States
CAL007,Landed 04:37,green,1546634270,1546663070,2019/1/4 20:37,2019/1/5 4:37,B77W,Boeing 777-309(ER),B-18003,China Airlines,China Airlines,Los Angeles International Airport,LAX,KLAX,33.94252,-118.406998,United States,-28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546584300,1546636500,1546587068,1546634270,47220,3,Los Angeles,Taipei,2019/1/4 7:31,2019/1/3 23:31,2019/1/4 20:37,2019/1/5 4:37,United States_Taiwan,Los Angeles_Taipei,Taiwan_United States
CAL501,Landed 10:25,green,1546655146,1546683946,2019/1/5 2:25,2019/1/5 10:25,B77W,Boeing 777-309(ER),B-18003,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Shanghai Pudong International Airport,PVG,ZSPD,31.14337,121.805199,China,28800,1546649400,1546656600,1546650714,1546655146,4440,3,Taipei,Shanghai,2019/1/5 1:11,2019/1/5 9:11,2019/1/5 2:25,2019/1/5 10:25,Taiwan_China,Taipei_Shanghai,Taiwan_China
CAL502,Landed 13:38,green,1546666707,1546695507,2019/1/5 5:38,2019/1/5 13:38,B77W,Boeing 777-309(ER),B-18003,China Airlines,China Airlines,Shanghai Pudong International Airport,PVG,ZSPD,31.14337,121.805199,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546661100,1546668900,1546661436,1546666707,5280,3,Shanghai,Taipei,2019/1/5 4:10,2019/1/5 12:10,2019/1/5 5:38,2019/1/5 13:38,China_Taiwan,Shanghai_Taipei,Taiwan_China
CAL008,Landed 19:25,red,1546745155,1546716355,2019/1/6 3:25,2019/1/5 19:25,B77W,Boeing 777-309(ER),B-18003,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Los Angeles International Airport,LAX,KLAX,33.94252,-118.406998,United States,-28800,1546703400,1546741079,1546706259,1546745155,38880,3,Taipei,Los Angeles,2019/1/5 16:37,2019/1/6 0:37,2019/1/6 3:25,2019/1/5 19:25,Taiwan_United States,Taipei_Los Angeles,Taiwan_United States
CAL007,Landed 05:19,red,1546809541,1546838341,2019/1/6 21:19,2019/1/7 5:19,B77W,Boeing 777-309(ER),B-18003,China Airlines,China Airlines,Los Angeles International Airport,LAX,KLAX,33.94252,-118.406998,United States,-28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546757100,1546809300,1546761459,1546809541,48060,3,Los Angeles,Taipei,2019/1/6 7:57,2019/1/5 23:57,2019/1/6 21:19,2019/1/7 5:19,United States_Taiwan,Los Angeles_Taipei,Taiwan_United States
CAL130,Landed 13:01,green,1546833660,1546866060,2019/1/7 4:01,2019/1/7 13:01,B77W,Boeing 777-309(ER),B-18003,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Sapporo New Chitose Airport,CTS,RJCC,42.7752,141.6922,Japan,32400,1546821300,1546834200,1546822663,1546833660,10980,3,Taipei,Sapporo,2019/1/7 0:57,2019/1/7 8:57,2019/1/7 4:01,2019/1/7 13:01,Taiwan_Japan,Taipei_Sapporo,Taiwan_Japan
CAL131,Landed 17:52,green,1546854747,1546883547,2019/1/7 9:52,2019/1/7 17:52,B77W,Boeing 777-309(ER),B-18003,China Airlines,China Airlines,Sapporo New Chitose Airport,CTS,RJCC,42.7752,141.6922,Japan,32400,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546838400,1546855200,1546840227,1546854747,14520,3,Sapporo,Taipei,2019/1/7 5:50,2019/1/7 14:50,2019/1/7 9:52,2019/1/7 17:52,Japan_Taiwan,Sapporo_Taipei,Taiwan_Japan
CAL721,Landed 13:21,green,1546320105,1546348905,2019/1/1 5:21,2019/1/1 13:21,B77W,Boeing 777-309(ER),B-18005,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Kuala Lumpur International Airport,KUL,WMKK,2.745578,101.7099,Malaysia,28800,1546302600,1546319700,1546304694,1546320105,15420,4,Taipei,Kuala Lumpur,2019/1/1 1:04,2019/1/1 9:04,2019/1/1 5:21,2019/1/1 13:21,Taiwan_Malaysia,Taipei_Kuala Lumpur,Taiwan_Malaysia
CAL722,Landed 19:30,yellow,1546342251,1546371051,2019/1/1 11:30,2019/1/1 19:30,B77W,Boeing 777-309(ER),B-18005,China Airlines,China Airlines,Kuala Lumpur International Airport,KUL,WMKK,2.745578,101.7099,Malaysia,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546323900,1546340400,1546326981,1546342251,15300,4,Kuala Lumpur,Taipei,2019/1/1 7:16,2019/1/1 15:16,2019/1/1 11:30,2019/1/1 19:30,Malaysia_Taiwan,Kuala Lumpur_Taipei,Taiwan_Malaysia
CAL503,Landed 18:33,green,1546425181,1546453981,2019/1/2 10:33,2019/1/2 18:33,B77W,Boeing 777-309(ER),B-18005,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Shanghai Pudong International Airport,PVG,ZSPD,31.14337,121.805199,China,28800,1546418700,1546425300,1546420326,1546425181,4860,4,Taipei,Shanghai,2019/1/2 9:12,2019/1/2 17:12,2019/1/2 10:33,2019/1/2 18:33,Taiwan_China,Taipei_Shanghai,Taiwan_China
CAL504,Landed 22:00,green,1546437606,1546466406,2019/1/2 14:00,2019/1/2 22:00,B77W,Boeing 777-309(ER),B-18005,China Airlines,China Airlines,Shanghai Pudong International Airport,PVG,ZSPD,31.14337,121.805199,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546429800,1546437600,1546431049,1546437606,6540,4,Shanghai,Taipei,2019/1/2 12:10,2019/1/2 20:10,2019/1/2 14:00,2019/1/2 22:00,China_Taiwan,Shanghai_Taipei,Taiwan_China
CAL721,Landed 13:40,yellow,1546494048,1546522848,2019/1/3 5:40,2019/1/3 13:40,B77W,Boeing 777-309(ER),B-18005,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Kuala Lumpur International Airport,KUL,WMKK,2.745578,101.7099,Malaysia,28800,1546475400,1546492500,1546479154,1546494048,14880,4,Taipei,Kuala Lumpur,2019/1/3 1:32,2019/1/3 9:32,2019/1/3 5:40,2019/1/3 13:40,Taiwan_Malaysia,Taipei_Kuala Lumpur,Taiwan_Malaysia
CAL722,Landed 19:48,yellow,1546516109,1546544909,2019/1/3 11:48,2019/1/3 19:48,B77W,Boeing 777-309(ER),B-18005,China Airlines,China Airlines,Kuala Lumpur International Airport,KUL,WMKK,2.745578,101.7099,Malaysia,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546498200,1546514700,1546500956,1546516109,15180,4,Kuala Lumpur,Taipei,2019/1/3 7:35,2019/1/3 15:35,2019/1/3 11:48,2019/1/3 19:48,Malaysia_Taiwan,Kuala Lumpur_Taipei,Taiwan_Malaysia
CAL503,Landed 18:30,green,1546597823,1546626623,2019/1/4 10:30,2019/1/4 18:30,B77W,Boeing 777-309(ER),B-18005,China Airlines,China Airlines,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,Shanghai Pudong International Airport,PVG,ZSPD,31.14337,121.805199,China,28800,1546591500,1546598100,1546593240,1546597823,4560,4,Taipei,Shanghai,2019/1/4 9:14,2019/1/4 17:14,2019/1/4 10:30,2019/1/4 18:30,Taiwan_China,Taipei_Shanghai,Taiwan_China
CAL504,Landed 22:14,green,1546611252,1546640052,2019/1/4 14:14,2019/1/4 22:14,B77W,Boeing 777-309(ER),B-18005,China Airlines,China Airlines,Shanghai Pudong International Airport,PVG,ZSPD,31.14337,121.805199,China,28800,Taiwan Taoyuan International Airport,TPE,RCTP,25.07773,121.232803,Taiwan,28800,1546602600,1546610400,1546605420,1546611252,5820,4,Shanghai,Taipei,2019/1/4 12:37,2019/1/4 20:37,2019/1/4 14:14,2019/1/4 22:14,China_Taiwan,Shanghai_Taipei,Taiwan_China
